Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
GERALDTON A,ONTARIO,6042717,53519,71834,YGQ,49.78,-86.94,494643000,-865619000,348.4,2015,2021,2015,2021,2015,2021,,
GERALDTON AIRPORT,ONTARIO,6042719,54858,73071,OGE,49.78,-86.93,494651276,-865556352,340,2018,2021,2018,2021,2018,2021,,
KENORA RCS,ONTARIO,6034073,47307,71151,TKR,49.79,-94.38,494726000,-942240000,412.7,2008,2021,2008,2021,2008,2021,,
KENORA A,ONTARIO,6034076,51137,71850,YQK,49.79,-94.36,494718000,-942147000,409.7,2013,2021,2013,2021,2013,2021,,
DRYDEN REGIONAL,ONTARIO,6032125,48869,71527,YHD,49.83,-92.74,494939000,-924439000,412.7,2010,2021,2010,2021,2010,2021,,
SIOUX LOOKOUT A,ONTARIO,6037776,51138,71842,YXL,50.11,-91.91,500651000,-915429000,383.1,2013,2021,2013,2021,2013,2021,,
SIOUX LOOKOUT AIRPORT,ONTARIO,6037800,54605,73017,OSL,50.11,-91.91,500651000,-915420000,338.1,2018,2021,2018,2021,2018,2021,,
ARMSTRONG A,ONTARIO,6040327,52900,,YYW,50.29,-88.91,501725000,-885435000,322.5,2015,2021,2015,2021,2018,2021,,
ARMSTRONG (AUT),ONTARIO,6040325,3987,71841,WYW,50.29,-88.91,501737000,-885419000,322.5,1938,2021,1953,2021,1938,2021,1938,1982
EAR FALLS (AUT),ONTARIO,6012199,27865,71295,XEA,50.63,-93.22,503750000,-931317000,362.6,1999,2021,2000,2021,1999,2021,1999,2006
RED LAKE A,ONTARIO,6016971,52419,,YRL,51.07,-93.79,510402000,-934735000,385.9,2013,2021,2013,2021,2018,2021,,
RED LAKE A,ONTARIO,6016970,50248,71854,YRL,51.07,-93.79,510402000,-934735000,385.9,2012,2021,2012,2021,2012,2018,,
MOOSONEE UA,ONTARIO,6075425,4168,71836,WZC,51.27,-80.65,511600000,-803900000,10,1932,2021,1953,1995,1932,2021,1932,2006
MOOSONEE RCS,ONTARIO,6075435,42123,71309,XZC,51.29,-80.62,511730000,-803705000,9.1,2003,2021,2003,2021,2003,2021,2003,2006
MOOSONEE,ONTARIO,6075420,48950,71398,YMO,51.29,-80.61,511728000,-803628000,9.1,2010,2021,2010,2021,2010,2021,,
PICKLE LAKE (AUT),ONTARIO,6016525,3920,71835,WPL,51.45,-90.22,512657001,-901304007,390.8,1930,2021,1955,2021,1930,2021,1930,2006
PICKLE LAKE A,ONTARIO,6016528,52418,,YPL,51.45,-90.21,512647000,-901251000,386.2,2013,2021,2013,2021,2018,2021,,
PICKLE LAKE A,ONTARIO,6016529,50478,71845,YPL,51.45,-90.21,512647000,-901251000,386.2,2012,2019,2012,2019,2012,2018,,
OGOKI POST A,ONTARIO,6075786,52898,71652,YKP,51.66,-85.9,513931000,-855404000,181,2014,2021,2014,2021,2014,2021,,
LANSDOWNE HOUSE (AUT),ONTARIO,6014353,10244,71846,WLF,52.2,-87.94,521146000,-875610000,253.4,1992,2021,1994,2021,1992,2021,2000,2006
LANSDOWNE HOUSE A,ONTARIO,6014351,51237,,YLH,52.2,-87.93,521144000,-875603000,254.2,2013,2021,2013,2021,2018,2021,,
ATTAWAPISKAT A,ONTARIO,6010400,52918,71653,YAT,52.93,-82.43,525539000,-822555000,9.1,2015,2021,2015,2021,2015,2021,,
SANDY LAKE A,ONTARIO,6017401,50723,71587,ZSJ,53.06,-93.34,530351000,-932040000,289.9,2012,2021,2012,2021,2012,2021,,
MUSKRAT DAM,ONTARIO,6015026,50722,71678,ZMD,53.44,-91.76,532629000,-914546000,277.7,2012,2021,2012,2021,2012,2021,,
BIG TROUT LAKE A,ONTARIO,6010735,49488,71675,YTL,53.82,-89.9,534904000,-895349000,222.5,2011,2021,2011,2021,2011,2021,,
BIG TROUT LAKE,ONTARIO,6010740,50857,71208,OTL,53.82,-89.89,534858000,-895330000,222.5,2012,2021,2012,2021,2012,2021,,
PEAWANUCK (AUT),ONTARIO,6016295,10197,71434,WWN,54.98,-85.43,545900000,-852600000,52.7,1994,2021,1994,2021,1994,2021,2003,2006
PEAWANUCK A,ONTARIO,6016298,52878,,YPO,54.99,-85.44,545917000,-852636000,52.7,2014,2021,2014,2021,2018,2021,,
FORT SEVERN A,ONTARIO,6012501,51219,71099,YER,56.02,-87.68,560108000,-874034000,15.8,2013,2021,2013,2021,2013,2021,,
ALLISTON,PRINCE EDWARD ISLAND,8300100,6520,,,46.07,-62.6,460400000,-623600000,61,1936,2016,,,1936,2016,1936,2006
CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300301,50621,71706,YYG,46.29,-63.12,461721000,-630709000,50.9,2012,2021,2012,2021,2012,2021,,
MAPLE PLAINS,PRINCE EDWARD ISLAND,8305500,31029,,XMP,46.3,-63.58,461810080,-633432040,45.7,2001,2021,2001,2021,2004,2021,2004,2007
HARRINGTON CDA CS,PRINCE EDWARD ISLAND,830P001,30308,71350,AHR,46.34,-63.17,462037020,-631011050,53,2000,2021,2004,2021,2000,2021,2000,2007
NEW GLASGOW,PRINCE EDWARD ISLAND,8300497,6537,,,46.41,-63.35,462432080,-632101040,6.1,1971,2021,,,1971,2021,1971,2006
KINGSBORO SNOW,PRINCE EDWARD ISLAND,8300452,49771,,,46.41,-62.08,462425007,-620456008,18.2,2011,2016,,,2011,2016,,
STANHOPE,PRINCE EDWARD ISLAND,8300590,6545,,ANH,46.42,-63.08,462459000,-630459000,3,1961,2021,2013,2021,1961,2021,1961,2007
MORELL SNOW,PRINCE EDWARD ISLAND,8300455,49772,,,46.43,-62.72,462600000,-624300000,10,2011,2016,,,2011,2016,,
SUMMERSIDE,PRINCE EDWARD ISLAND,8300596,10800,71702,WSD,46.44,-63.84,462628000,-635017000,12.2,1994,2021,1994,2021,1999,2021,2004,2007
ST. PETERS,PRINCE EDWARD ISLAND,8300562,41903,71310,ZSP,46.45,-62.58,462701000,-623433000,29.7,2003,2021,2003,2021,2003,2021,2004,2007
EAST POINT (AUT),PRINCE EDWARD ISLAND,8300418,7177,71412,WEP,46.46,-61.99,462736000,-615918000,7.7,1992,2020,1994,2020,1992,2020,2004,2007
ALBERTON SNOW,PRINCE EDWARD ISLAND,8300085,49988,,,46.81,-64.06,464853090,-640340090,8.5,2012,2019,,,2012,2019,,
NORTH CAPE,PRINCE EDWARD ISLAND,8300516,10814,71987,WNE,47.06,-64,470329000,-635955000,7.6,1994,2021,1994,2021,2002,2021,2005,2007
FRELIGHSBURG,QUEBEC,7022579,10815,71373,WFQ,45.03,-72.85,450200000,-725100000,224,1993,2021,1994,2021,1993,2021,,
HEMMINGFORD FOUR WINDS,QUEBEC,7023075,5373,,,45.07,-73.72,450400000,-734300000,61,1960,2021,,,1960,2021,1960,2018
SUTTON,QUEBEC,7028292,5538,,,45.07,-72.68,450400000,-724100000,243.8,1978,2021,,,1978,2021,1978,2018
ST BERNARD DE LACOLLE,QUEBEC,7026916,5452,,,45.08,-73.38,450500000,-732300000,49.3,1973,2021,,,1973,2021,1973,2018
ST-ANICET 1,QUEBEC,702FQLF,10982,71712,WBZ,45.12,-74.29,450715000,-741722000,49.1,1994,2021,1994,2021,1994,2021,,
ORMSTOWN,QUEBEC,7025745,5429,,,45.12,-74.05,450700000,-740300000,45.7,1962,2021,,,1962,2021,1962,2018
ST ANICET,QUEBEC,7026836,5448,,,45.13,-74.35,450800000,-742100000,53.3,1960,2021,,,1960,2021,1960,2018
GEORGEVILLE,QUEBEC,7022720,5368,,,45.13,-72.23,450800000,-721400000,266.7,1951,2020,,,1951,2020,1951,2018
COATICOOK,QUEBEC,7021840,5339,,,45.15,-71.8,450900000,-714800000,259.1,1949,2021,,,1949,2021,1949,2018
STE-CLOTILDE,QUEBEC,7027039,10762,71614,WIT,45.17,-73.68,451002000,-734044000,53,1993,2021,1994,2021,1993,2021,,
ST MALO D AUCKLAND,QUEBEC,7027520,5502,,,45.2,-71.5,451200000,-713000000,564,1949,2021,,,1949,2021,1949,2018
STE MARTINE,QUEBEC,7027540,5503,,,45.22,-73.85,451300000,-735100000,38.1,1963,2021,,,1963,2021,1963,2018
SABREVOIS,QUEBEC,7026734,5444,,,45.22,-73.2,451300000,-731200000,38.1,1975,2021,,,1975,2021,1975,2018
LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000,-721000000,208.7,1994,2021,1994,2021,2018,2021,,
MAGOG,QUEBEC,7024440,5401,,,45.27,-72.12,451600000,-720700000,274,1948,2021,,,1948,2021,1948,2018
VALLEYFIELD,QUEBEC,7028680,5562,,,45.28,-74.1,451700000,-740600000,45.7,1952,2019,,,1952,2019,1952,2015
L'ACADIE,QUEBEC,702LED4,10843,71372,WIZ,45.29,-73.35,451738000,-732058000,43.8,1994,2021,1994,2021,1994,2021,,
LES CEDRES,QUEBEC,7014290,5239,,,45.3,-74.05,451800000,-740300000,47.2,1913,2021,,,1913,2021,1913,2018
FARNHAM,QUEBEC,7022320,5358,,,45.3,-72.9,451800000,-725400000,68,1917,2021,,,1917,2021,1917,2018
COTEAU DU LAC,QUEBEC,7011947,5217,,,45.32,-74.17,451900000,-741000000,49.4,1966,2021,,,1966,2021,1966,2018
IBERVILLE,QUEBEC,7023270,5376,,,45.33,-73.25,452000000,-731500000,30.5,1963,2016,,,1963,2016,1963,2016
GRANBY,QUEBEC,7022802,42013,,MGB,45.37,-72.77,452222000,-724626000,86,2003,2021,2003,2021,2018,2021,,
LENNOXVILLE,QUEBEC,7024280,5397,71611,WQH,45.37,-71.82,452208000,-714925000,181,1888,2021,1994,2021,1888,2021,1888,1995
SAWYERVILLE NORD,QUEBEC,7027802,5526,,,45.37,-71.53,452200000,-713200000,345.9,1961,2021,,,1961,2021,1961,2018
LAPRAIRIE,QUEBEC,7024100,5389,,,45.38,-73.43,452300000,-732600000,30,1963,2021,,,1963,2021,1963,2018
GRANBY,QUEBEC,7022800,5369,,,45.38,-72.72,452300000,-724300000,175,1948,2021,,,1948,2021,1948,2018
MARIEVILLE,QUEBEC,7024627,5406,,,45.4,-73.13,452400000,-730800000,38,1960,2021,,,1960,2021,1960,2018
BONSECOURS,QUEBEC,7020828,5322,,,45.4,-72.27,452400000,-721600000,297.2,1967,2021,,,1967,2021,1967,2018
NOTRE DAME DES BOIS,QUEBEC,7025670,5428,,,45.4,-71.08,452400000,-710500000,502.9,1962,2016,,,1965,2016,1962,2016
STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377,WVQ,45.43,-73.93,452538000,-735545000,39,1993,2021,1994,2021,1993,2021,,
MOBILE UPPER AIR STATION-QUEBEC,QUEBEC,7025000,47888,71054,EUQ,45.43,-73.93,452536000,-735544040,38,2014,2020,2014,2020,2017,2020,,
SHERBROOKE A,QUEBEC,7028124,5530,71610,YSC,45.43,-71.68,452600000,-714100000,241.4,1962,2016,1962,2005,1962,2016,1962,2004
SHERBROOKE,QUEBEC,7028123,48371,71610,YSC,45.44,-71.69,452619000,-714129000,241.4,2009,2021,2009,2021,2009,2021,,
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183,WTQ,45.47,-73.74,452804000,-734430000,32.1,2002,2021,2008,2021,2002,2021,,
MONTREAL INTL A,QUEBEC,7025251,51157,71627,YUL,45.47,-73.74,452814000,-734427000,36,2013,2021,2013,2021,2013,2021,,
BROMPTONVILLE,QUEBEC,7020860,5327,,,45.48,-71.95,452900000,-715700000,130,1957,2021,,,1957,2021,1957,2018
RIGAUD,QUEBEC,7016470,5252,,,45.5,-74.37,453000000,-742200000,46,1963,2021,,,1963,2021,1963,2018
OKA,QUEBEC,7015730,5248,,,45.5,-74.07,453000000,-740400000,91.4,1937,2021,,,1937,2021,1937,2018
MCTAVISH,QUEBEC,7024745,10761,71612,WTA,45.5,-73.58,453017070,-733445000,72.8,1994,2021,1994,2021,1994,2021,,
CHELSEA,QUEBEC,7031360,5585,,,45.52,-75.78,453100000,-754700000,112.5,1927,2021,,,1927,2021,1927,2018
OTTAWA GATINEAU A,QUEBEC,7032685,53001,,YND,45.52,-75.56,453118000,-753349000,64.3,2014,2021,2014,2021,2018,2021,,
MONTREAL/ST-HUBERT,QUEBEC,7027329,48374,71371,YHU,45.52,-73.42,453103000,-732501000,27.4,2009,2021,2009,2021,2009,2021,,
LUSKVILLE,QUEBEC,7034365,5604,,,45.53,-76.05,453200000,-760300000,68.9,1980,2021,,,1980,2021,1981,2018
ANGERS,QUEBEC,7030170,5574,,,45.55,-75.55,453300000,-753300000,91,1962,2021,,,1962,2021,1962,2018
ST HYACINTHE 2,QUEBEC,7027361,5492,,,45.57,-72.92,453400000,-725500000,33,1963,2021,,,1963,2021,1963,2018
LAC MEGANTIC,QUEBEC,7023680,51638,,MUS,45.6,-70.88,453600000,-705300000,460.3,2013,2019,2013,2019,2018,2019,,
LAC MEGANTIC 2,QUEBEC,7023677,5385,,,45.6,-70.87,453600000,-705200000,426,1963,2021,,,1963,2021,1963,2018
NANTES,QUEBEC,7023681,54938,73115,MUS,45.61,-70.93,453623010,-705555070,477,2019,2021,2019,2021,2019,2021,,
STE MADELEINE,QUEBEC,7027517,5501,,,45.62,-73.13,453700000,-730800000,30,1979,2016,,,1979,2016,1979,2016
RICHMOND,QUEBEC,7026465,5440,,,45.63,-72.13,453800000,-720800000,123.1,1871,2021,,,1871,2021,1871,2018
LINGWICK,QUEBEC,7024320,5398,,,45.63,-71.37,453800000,-712200000,266.7,1952,2021,,,1952,2021,1952,2018
LACHUTE,QUEBEC,7033650,5594,,,45.65,-74.33,453900000,-742000000,91.4,1963,2021,,,1963,2021,1963,2018
AUTEUIL,QUEBEC,7020392,5313,,,45.65,-73.73,453900000,-734400000,53,1983,2016,,,1983,2016,1983,2016
ST AMABLE,QUEBEC,7026818,5447,,,45.67,-73.3,454000000,-731800000,41.1,1980,2016,,,1980,2016,1980,2016
ST CAMILLE WOLFE,QUEBEC,702FR30,5300,,,45.67,-71.73,454000000,-714400000,268.2,1975,2021,,,1975,2021,1975,2018
CHARTERIS,QUEBEC,7031315,5584,,,45.68,-76.43,454100000,-762600000,168,1980,2021,,,1980,2021,1980,2018
MONTREAL MIRABEL INTL A,QUEBEC,7034900,49608,,YMX,45.68,-74.04,454050000,-740219000,82.3,2012,2021,2012,2021,2018,2021,,
RIVIERE DES PRAIRIES,QUEBEC,7026612,5441,,,45.7,-73.5,454200000,-733000000,9,1973,2021,,,1973,2021,1973,2018
VARENNES,QUEBEC,702327X,26856,71184,WHM,45.72,-73.38,454323000,-732236000,17.9,1994,2016,1994,2016,1994,2016,,
ST JANVIER,QUEBEC,7017386,5275,,,45.73,-73.88,454400000,-735300000,61,1973,2016,,,1973,2016,1973,2016
ST NAZAIRE,QUEBEC,7027588,5506,,,45.73,-72.62,454400000,-723700000,68.6,1973,2021,,,1973,2021,1973,2018
ST LUDGER,QUEBEC,7027516,5500,,,45.75,-70.68,454500000,-704100000,335,1964,2021,,,1964,2021,1964,2018
VERCHERES,QUEBEC,7028700,5564,,,45.77,-73.37,454600000,-732200000,21,1963,2021,,,1963,2021,1963,2018
ST SEBASTIEN,QUEBEC,7027725,5514,,,45.77,-70.95,454600000,-705700000,442,1963,2018,,,1963,2018,1963,2016
NOTRE DAME DE LA PAIX,QUEBEC,7035666,5619,,,45.8,-74.98,454800000,-745900000,183,1979,2021,,,1979,2021,1979,2018
ST JEROME,QUEBEC,7037400,5631,,,45.8,-74.05,454800000,-740300000,169.5,1932,2021,,,1932,2021,1932,2018
FLEURY,QUEBEC,7022375,5361,,,45.8,-73,454800000,-730000000,30.5,1967,2021,,,1967,2021,1967,2018
L'ASSOMPTION,QUEBEC,7014160,5237,71524,WEW,45.81,-73.43,454834000,-732605000,21,1930,2021,1994,2021,1930,2021,1930,1994
DANVILLE,QUEBEC,7021954,5345,,,45.82,-71.98,454900000,-715900000,190,1871,2021,,,1871,2021,1871,2018
SAINT-GERMAIN-DE-GRANTHAM,QUEBEC,7027470,47587,71967,MSI,45.83,-72.54,454931200,-723213100,85,2008,2021,2008,2021,2008,2021,,
HIGH FALLS,QUEBEC,7033121,27717,71391,XHF,45.84,-75.65,455022000,-753853000,194.6,1999,2021,1999,2021,1999,2021,,
DRUMMONDVILLE,QUEBEC,7022160,5348,,,45.88,-72.48,455300000,-722900000,82.3,1913,2021,,,1913,2021,1913,2018
CHENEVILLE,QUEBEC,7031375,5586,,,45.9,-75.08,455400000,-750500000,222.5,1964,2021,,,1964,2021,1964,2018
ST THEOPHILE,QUEBEC,7027750,5519,,,45.93,-70.48,455600000,-702900000,395,1950,2018,,,1950,2018,1950,2017
ARUNDEL,QUEBEC,7030310,5575,,,45.95,-74.62,455700000,-743700000,191.4,1963,2021,,,1963,2021,1963,2017
ST JACQUES,QUEBEC,7017380,5274,,,45.95,-73.58,455700000,-733500000,69,1957,2018,,,1957,2018,1957,2016
ST HIPPOLYTE,QUEBEC,7037310,5630,,,45.98,-74,455900000,-740000000,365.8,1961,2021,,,1961,2021,1961,2018
ARTHABASKA,QUEBEC,7020305,5310,,,46.02,-71.95,460100000,-715700000,140,1969,2021,,,1969,2021,1969,2018
SOREL,QUEBEC,7028200,5532,,,46.03,-73.12,460200000,-730700000,14.6,1914,2021,,,1914,2021,1914,2018
THETFORD MINES RCS,QUEBEC,7028442,45309,71494,MTH,46.05,-71.27,460257002,-711558004,430,2006,2021,2006,2021,2006,2021,,
ST COME DE LINIERE,QUEBEC,7027083,5457,,,46.05,-70.52,460300000,-703100000,243.8,1965,2021,,,1965,2021,1965,2018
WRIGHT,QUEBEC,7038975,5642,,,46.07,-76.05,460400000,-760300000,141.7,1967,2021,,,1967,2021,1967,2018
ST EPHREM,QUEBEC,7027200,5462,,,46.07,-70.97,460400000,-705800000,312.4,1929,2021,,,1929,2021,1929,2018
ST-JOVITE,QUEBEC,703GDKB,10868,71376,WJT,46.08,-74.56,460449000,-743321000,238.5,1994,2021,1994,2021,1994,2021,,
PIERREVILLE,QUEBEC,7026043,5432,,,46.08,-72.83,460500000,-725000000,15.2,1980,2021,,,1980,2021,1981,2018
THETFORD MINES,QUEBEC,7028441,5542,,,46.1,-71.35,460600000,-712100000,381,1960,2021,,,1960,2021,1960,2016
ST GEORGES,QUEBEC,7027283,5485,,,46.15,-70.7,460900000,-704200000,167.6,1963,2021,,,1963,2021,1963,2018
ST WENCESLAS,QUEBEC,7027783,5522,,,46.17,-72.33,461000000,-722000000,83.8,1979,2018,,,1979,2018,1979,2018
LAC SAINT-PIERRE,QUEBEC,701LP0N,10975,71198,WBS,46.18,-72.92,461100000,-725500000,16.2,1994,2021,1994,2021,1995,2021,,
STE BEATRIX,QUEBEC,7016902,5259,,,46.2,-73.6,461200000,-733600000,198,1974,2021,,,1974,2021,1974,2018
NICOLET,QUEBEC,7025440,5426,,,46.2,-72.62,461200000,-723700000,30.4,1913,2018,,,1913,2018,1913,2018
BEAUCEVILLE,QUEBEC,7028754,26777,71323,WHV,46.21,-70.79,461218000,-704706000,229.2,1994,2021,1994,2021,1994,2021,,
ST PROSPER,QUEBEC,7027660,5510,,,46.22,-70.5,461300000,-703000000,281.9,1963,2021,,,1963,2021,1963,2018
NICOLET,QUEBEC,7025442,10732,71723,WNQ,46.23,-72.66,461333000,-723926000,8,1993,2021,1994,2021,1993,2021,,
ST PIERRE DE BROUGHTON,QUEBEC,7027656,5509,,,46.25,-71.22,461500000,-711300000,365.8,1965,2021,,,1965,2021,1965,2018
MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721,WMJ,46.27,-75.99,461629000,-755931000,199.7,1972,2021,1994,2021,1993,2021,1972,2005
LOUISEVILLE,QUEBEC,7014332,5243,,,46.27,-73.02,461600000,-730100000,45,1967,2021,,,1967,2021,1967,2018
ST COME,QUEBEC,7017080,5268,,,46.28,-73.75,461700000,-734500000,244,1950,2020,,,1950,2020,1950,2018
MANIWAKI UA,QUEBEC,7034480,5607,71722,WMW,46.3,-76.01,461806500,-760021800,188.58,1953,2018,1953,1993,1953,2018,1953,1993
LEMIEUX,QUEBEC,701Q009,29714,71616,MLU,46.3,-72.06,461813000,-720339000,97.2,1999,2021,1999,2021,1999,2021,,
LAURIERVILLE,QUEBEC,7024250,5392,,,46.33,-71.67,462000000,-714000000,152,1963,2021,,,1963,2021,1963,2018
ST SEVERIN,QUEBEC,7027733,5516,,,46.33,-71.05,462000000,-710300000,442,1964,2021,,,1964,2021,1965,2017
ST CHARLES DE MANDEVILLE,QUEBEC,7016960,5262,,,46.35,-73.35,462100000,-732100000,167.6,1921,2021,,,1921,2021,1921,2018
TROIS RIVIERES A,QUEBEC,7018561,51698,,YRQ,46.35,-72.68,462106000,-724050000,60.7,2013,2021,2013,2021,2018,2021,,
TROIS RIVIERES A-2,QUEBEC,7018560,52138,,,46.35,-72.67,462100000,-724000000,0,2014,2021,,,2014,2021,,
TROIS-RIVIERES,QUEBEC,7018562,10764,71724,WTY,46.35,-72.52,462113000,-723058000,6,1993,2021,1994,2021,1993,2021,2005,2005
LA MACAZA,QUEBEC,7033939,5599,,,46.37,-74.77,462200000,-744600000,243.8,1976,2021,,,1976,2021,1976,2018
TROIS-RIVIERES,QUEBEC,7018563,8321,71729,GRQ,46.37,-72.68,462200000,-724100000,62.2,1963,2021,1963,2021,2004,2021,,
VALLEE JONCTION,QUEBEC,7028676,5545,,,46.38,-70.93,462300000,-705600000,152.4,1965,2018,,,1965,2018,1965,2017
FORTIERVILLE,QUEBEC,7022494,5362,,,46.48,-72.05,462900000,-720300000,53.3,1973,2021,,,1973,2021,1973,2018
ST FLAVIEN,QUEBEC,7027259,5464,,,46.48,-71.57,462900000,-713400000,137.2,1963,2016,,,1963,2016,1963,2016
ST CAMILLE,QUEBEC,7056930,5846,,,46.48,-70.22,462900000,-701300000,396,1963,2021,,,1963,2021,1963,2018
SAINT-CAMILLE-DE-LELLIS,QUEBEC,7026930,55158,73105,GSA,46.49,-70.21,462940047,-701225060,402,2020,2021,2020,2021,2020,2021,,
SCOTT,QUEBEC,7027840,5527,,,46.5,-71.08,463000000,-710500000,144.8,1950,2021,,,1950,2021,1950,2018
ST ALEXIS DES MONTS,QUEBEC,7016816,5256,,,46.53,-73.15,463200000,-730900000,183,1963,2021,,,1963,2021,1963,2018
ST NARCISSE,QUEBEC,7017585,5281,,,46.53,-72.43,463200000,-722600000,46,1973,2021,,,1973,2021,1973,2018
SHAWINIGAN,QUEBEC,7018001,27646,71370,XSH,46.56,-72.73,463348000,-724400000,110,1998,2021,1999,2021,1998,2021,,
STE ANNE DE LA PERADE,QUEBEC,7016840,5257,,,46.58,-72.23,463500000,-721400000,16,1949,2021,,,1949,2021,1949,2018
HEROUXVILLE,QUEBEC,7013100,5225,,,46.67,-72.6,464000000,-723600000,145,1966,2021,,,1966,2021,1966,2018
DESCHAMBAULT,QUEBEC,7011982,5220,,,46.67,-71.92,464000000,-715500000,15.2,1971,2021,,,1971,2021,1971,2018
BEAUSEJOUR,QUEBEC,7020567,5315,,,46.67,-71.17,464000000,-711000000,106.7,1975,2020,,,1975,2020,1975,2018
ST MICHEL DES SAINTS,QUEBEC,7077570,5969,,,46.68,-73.92,464100000,-735500000,350.5,1966,2021,,,1966,2021,1966,2018
DESCHAMBAULT,QUEBEC,7011983,27325,71389,WHQ,46.69,-71.97,464127000,-715818000,61,1997,2021,1997,2021,1997,2021,,
BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,71732,WBA,46.71,-79.1,464235000,-790604000,181.4,1910,2021,1997,2021,1910,2021,1910,1995
ST ALBAN,QUEBEC,7016800,5255,,,46.72,-72.08,464300000,-720500000,76.2,1949,2021,,,1949,2021,1949,2018
STE LUCIE,QUEBEC,7057515,5858,,,46.73,-70.02,464400000,-700100000,373,1963,2021,,,1963,2021,1963,2018
STE-FOY (U. LAVAL),QUEBEC,701Q004,27377,71392,WJB,46.78,-71.29,464649000,-711715000,91.4,1996,2021,1996,2021,1997,2021,,
QUEBEC INTL A,QUEBEC,7016293,51457,,YQB,46.79,-71.39,464728000,-712336000,74.4,2013,2021,2013,2021,2018,2021,,
QUEBEC/JEAN LESAGE INTL,QUEBEC,701S001,26892,71714,WQB,46.8,-71.38,464813000,-712254000,60,1992,2021,2005,2021,1992,2021,1998,2016
QUEBEC/JEAN LESAGE INTL A,QUEBEC,7016294,5251,71708,YQB,46.8,-71.38,464800000,-712300000,74.4,1943,2017,1953,2013,1943,2017,1943,2012
SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,71737,MMY,46.82,-74.09,464856010,-740538050,429.9,2009,2021,2009,2021,2009,2021,,
STE CHRISTINE,QUEBEC,7017000,5266,,,46.82,-71.92,464900000,-715500000,152.1,1950,2021,,,1950,2021,1950,2018
LAUZON,QUEBEC,7024254,5393,,,46.82,-71.1,464900000,-710600000,69,1978,2021,,,1978,2021,1979,2018
BEAUPORT,QUEBEC,7010565,27803,71578,XBO,46.84,-71.2,465013000,-711150000,10,1999,2021,1999,2021,1999,2021,,
STE ANNE DU LAC,QUEBEC,7036855,5627,,,46.85,-75.33,465100000,-752000000,262.1,1963,2021,,,1963,2021,1963,2018
LAC AUX SABLES,QUEBEC,701LEEH,5203,,,46.87,-72.4,465200000,-722400000,160,1964,2021,,,1964,2021,1964,2018
SAINT MICHEL,QUEBEC,7057567,5861,,,46.87,-70.88,465200000,-705300000,69,1978,2021,,,1978,2021,1978,2018
VALCARTIER A,QUEBEC,7018573,29452,71716,YOY,46.9,-71.5,465401000,-713012000,167.6,2000,2021,2000,2021,2013,2021,,
CHATEAU RICHER,QUEBEC,7041330,5674,,,46.97,-71.03,465800000,-710200000,15.2,1980,2021,,,1980,2021,1981,2018
RIVIERE VERTE OUEST,QUEBEC,7016675,5254,,,46.98,-71.83,465900000,-715000000,213.4,1966,2021,,,1966,2021,1966,2018
ILE D'ORLEANS,QUEBEC,70132G9,8989,71424,WER,47,-70.81,465948000,-704830000,3.6,1992,2021,1994,2021,1992,2021,,
MONT STE-ANNE,QUEBEC,7045326,43184,,,47.07,-70.91,470424000,-705424000,167.6,2005,2021,,,2005,2021,,
ILE AUX GRUES,QUEBEC,701LBPH,10247,,WIG,47.07,-70.53,470425000,-703159000,18.3,1994,2021,1994,2021,2018,2021,,
CAP-TOURMENTE,QUEBEC,7041JG6,10869,71384,WTN,47.08,-70.78,470443000,-704651000,6,1993,2021,1994,2021,1993,2021,,
CHARLEVOIX (MRC),QUEBEC,7041312,27442,71319,WIS,47.28,-70.64,471703000,-703815000,722.74,1997,2021,1997,2021,1997,2021,,
FORET MONTMORENCY RCS,QUEBEC,7042395,32413,71212,MFM,47.32,-71.15,471922000,-710854000,672.8,2003,2021,2003,2021,2003,2021,,
LA POCATIERE,QUEBEC,7054096,26893,71713,WST,47.36,-70.03,472121000,-700155000,31,1996,2021,1996,2021,1996,2021,,
LA TUQUE,QUEBEC,707DBD4,10875,71378,WDQ,47.41,-72.79,472440000,-724715000,168.9,1994,2021,1994,2021,1994,2021,,
ILES DE LA MADELEINE A,QUEBEC,7053254,53002,,YGR,47.43,-61.78,472530000,-614641000,10.7,2014,2021,2014,2021,2018,2021,,
ILES DE LA MADELEINE A,QUEBEC,7053250,51139,71709,YGR,47.43,-61.78,472530000,-614641000,10.7,2013,2021,2013,2021,2013,2018,,
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2021,1993,2021,1995,2021,,
